,index,appeal_count,money_invested,stock_code,stock_mv,left_to_invest
181,新 和 成,12,12186090.0,002001.SZ,58572534298.0,99.979%
182,游族网络,16,12106310.0,002174.SZ,20514723187.57,99.941%
183,启明星辰,15,12028360.000000002,002439.SZ,33357309415.2,99.964%
184,白云山,30,11925570.0,600332.SH,49765460948.89,99.976%
185,汤臣倍健,11,11925390.0,300146.SZ,27155572226.64,99.956%
186,天齐锂业,17,11847400.0,002466.SZ,34298247673.26,99.965%
187,汇川技术,3,11614680.0,300124.SZ,42582361755.03999,99.973%
188,金风科技,2,11552440.0,002202.SZ,39926889264.149994,99.971%
189,桐昆股份,8,11533890.0,601233.SH,23690472932.92,99.951%
190,华东医药,1,11377410.0,000963.SZ,29081834687.760002,99.961%
191,中国石化,7,11150530.0,600028.SH,546031155503.45996,99.998%
192,长江电力,16,11003530.0,600900.SH,362779999999.99994,99.997%
193,洋河股份,7,10970980.0,002304.SZ,125848567880.00002,99.991%
194,当代明诚,11,10427080.0,600136.SH,5588954035.88,99.813%
195,林洋能源,1,10398399.999999998,601222.SH,9913263650.4,99.895%
196,潍柴动力,9,10170440.0,000338.SZ,99966811077.00002,99.99%
197,工业富联,12,10026830.0,601138.SH,269430068869.43,99.996%
198,中国巨石,2,9763860.0,600176.SH,28053477860.489998,99.965%
199,科大讯飞,12,9746400.0,002230.SZ,79654374677.40999,99.988%
200,华新水泥,21,9698780.0,600801.SH,48641116636.0,99.98%
201,中国长城,9,9517280.0,000066.SZ,38564157638.009995,99.975%
202,健康元,1,9383740.0,600380.SH,21591348611.159996,99.957%
203,卫星石化,2,9337750.0,002648.SZ,15314192432.22,99.939%
204,药石科技,17,9245600.0,300725.SZ,10857764679.99,99.915%
205,TCL科技,6,9188500.0,000100.SZ,67506909207.810005,99.986%
206,南钢股份,5,9065660.0,600282.SH,13864471020.41,99.935%
207,梦网集团,11,8934180.0,002123.SZ,12113898414.75,99.926%
208,中文传媒,16,8784010.000000002,600373.SH,17371916877.58,99.949%
209,东阿阿胶,30,8726570.0,000423.SZ,16939157808.3,99.948%
210,春秋航空,9,8712800.0,601021.SH,30297850914.649994,99.971%
211,洽洽食品,7,8710240.0,002557.SZ,20031570000.0,99.957%
212,洲明科技,2,8646120.0,300232.SZ,9364435491.07,99.908%
213,国电南瑞,2,8568960.0,600406.SH,91791744645.48,99.991%
214,利安隆,16,8504620.0,300596.SZ,6222066247.0,99.863%
215,四维图新,5,8470480.0,002405.SZ,34366586738.4,99.975%
216,当升科技,3,8257870.0,300073.SZ,10219312888.199999,99.919%
217,海天味业,8,8230580.0,603288.SH,270144948773.6,99.997%
218,通威股份,5,8207570.0,600438.SH,56899844926.68,99.986%
219,昆仑万维,11,8011190.0,300418.SZ,22324298297.760002,99.964%
220,万润股份,2,7985510.0,002643.SZ,13264253606.85,99.94%
221,爱建集团,6,7855500.000000002,600643.SH,13072694963.12,99.94%
222,中国中铁,5,7813360.0,601390.SH,131700180956.87999,99.994%
223,中国铁建,7,7790130.0,601186.SH,132943711284.99998,99.994%
224,同仁堂,16,7778400.0,600085.SH,33587306716.379997,99.977%
225,科达利,3,7759400.0,002850.SZ,10155600000.0,99.924%
226,太阳纸业,11,7632600.0,002078.SZ,24466324668.64,99.969%
227,华海药业,10,7626279.999999999,600521.SH,27254065320.719997,99.972%
228,光大银行,13,7588080.0,601818.SH,187386911323.71,99.996%
229,立思辰,4,7559440.0,300010.SZ,16281087131.25,99.954%
230,美锦能源,5,7466390.0,000723.SZ,29063775038.68,99.974%
231,浙数文化,9,7450400.0,600633.SH,11925623409.48,99.938%
232,博瑞医药,8,7448959.999999999,688166.SH,17248700000.0,99.957%
233,大秦铁路,4,7431580.0,601006.SH,100945514223.89,99.993%
234,北方华创,5,7368860.0,002371.SZ,71301766479.73001,99.99%
235,祁连山,24,7206550.0,600720.SH,9773494650.38,99.926%
236,天士力,16,7039200.000000001,600535.SH,20980680596.229996,99.966%
237,中远海能,2,7010520.0,600026.SH,32910200925.350002,99.979%
238,华发股份,3,6984640.0,600325.SH,13380827973.12,99.948%
239,航天发展,1,6957280.0,000547.SZ,23282343774.5,99.97%
240,华润三九,31,6894660.0,000999.SZ,27996540000.0,99.975%
241,正泰电器,2,6885200.0,601877.SH,50552382225.51,99.986%
242,晶盛机电,3,6854600.0,300316.SZ,31598438354.4,99.978%
243,宁波华翔,2,6852180.0,002048.SZ,11985990789.960001,99.943%
244,森马服饰,8,6666719.999999999,002563.SZ,18053206509.0,99.963%
245,金陵体育,1,6530680.0,300651.SZ,3398914992.0,99.808%
246,新媒股份,17,6451080.0,300770.SZ,20416554564.850002,99.968%
247,大华股份,14,6385960.0,002236.SZ,51978088454.4,99.988%
248,北新建材,19,6379960.0,000786.SZ,43217610598.36,99.985%
249,信维通信,3,6332900.0,300136.SZ,36759886709.700005,99.983%
250,禾望电气,17,6316080.0,603063.SH,3656345850.0,99.827%
251,青岛啤酒,6,6297480.0,600600.SH,52958525564.00001,99.988%
252,潞安环能,2,6242520.000000001,601699.SH,17350173360.0,99.964%
253,华侨城Ａ,18,6238700.0,000069.SZ,48968963297.549995,99.987%
254,比音勒芬,8,6180680.0,002832.SZ,5955898116.0,99.896%
255,奥拓电子,10,6110490.0,002587.SZ,4272055508.7599998,99.857%
256,长城汽车,8,6083039.999999999,601633.SH,76577786910.0,99.992%
257,顺网科技,8,6073920.0,300113.SZ,16260207160.800001,99.963%
258,爱婴室,8,5973599.999999999,603214.SH,3827212500.0,99.844%
259,宝钢股份,1,5971390.0,600019.SH,106471920592.5,99.994%
260,上海医药,8,5966610.0,601607.SH,54198643370.54,99.989%
261,信立泰,16,5955840.0,002294.SZ,18221598720.0,99.967%
262,洛阳钼业,5,5944760.0,603993.SH,77325281287.14,99.992%
263,步长制药,19,5930700.0,603858.SH,23196917995.2,99.974%
264,金达威,10,5905480.0,002626.SZ,12865977816.49,99.954%
265,老凤祥,8,5882399.999999999,600612.SH,19229809004.64,99.969%
266,山西汾酒,4,5847490.0,600809.SH,72528582296.52,99.992%
267,中体产业,10,5809390.0,600158.SH,8234857240.48,99.929%
268,康恩贝,16,5779200.0,600572.SH,14110123858.0,99.959%
269,集友股份,3,5733350.000000001,603429.SH,9090427064.85,99.937%
270,生益科技,7,5718720.0,600183.SH,66692406262.0,99.991%
271,冀东水泥,24,5708210.0,000401.SZ,27354715154.199997,99.979%
272,昭衍新药,3,5662920.0,603127.SH,10689488412.0,99.947%
273,地素时尚,1,5661000.0,603587.SH,8441050000.0,99.933%
274,旗滨集团,21,5656910.0,601636.SH,13193921917.4,99.957%
275,中国软件,6,5640730.0,600536.SH,39520511909.619995,99.986%
276,领益智造,1,5632680.0,002600.SZ,62126404703.99999,99.991%
277,璞泰来,8,5632679.999999999,603659.SH,28506832775.5,99.98%
278,中炬高新,4,5598480.0,600872.SH,33060443551.0,99.983%
279,尚品宅配,8,5581439.999999999,300616.SZ,12743245404.0,99.956%
280,家家悦,5,5551850.0,603708.SH,17637516000.0,99.969%
281,中国化学,4,5509910.0,601117.SH,30041970000.0,99.982%
282,裕同科技,8,5508479.999999999,002831.SZ,19532986178.32,99.972%
283,慈文传媒,1,5338560.000000001,002343.SZ,4227052205.4,99.874%
284,中新赛克,1,5221159.999999999,002912.SZ,16755040000.0,99.969%
285,三花智控,4,5137430.0,002050.SZ,48255648880.09999,99.989%
286,博通集成,2,5119230.0,603068.SH,12966941158.32,99.961%
287,天能重工,4,5096840.0,300569.SZ,2958986700.0,99.828%
288,玲珑轮胎,11,4933360.0,601966.SH,24360287305.9,99.98%
289,顺丰控股,8,4897439.999999999,002352.SZ,199703425975.56,99.998%
290,高德红外,5,4891040.000000001,002414.SZ,33794100220.140003,99.986%
291,南京证券,4,4867940.0,601990.SH,51659574506.64,99.991%
292,星网锐捷,4,4822790.0,002396.SZ,23861996172.98,99.98%
293,中国电建,3,4765890.0,601669.SH,61961091847.200005,99.992%
294,华夏幸福,8,4723070.0,600340.SH,65026709916.21999,99.993%
295,闰土股份,1,4689180.000000001,002440.SZ,11792625000.0,99.96%
296,中宠股份,1,4634100.000000001,002891.SZ,3641578857.0000005,99.873%
297,辰安科技,1,4628679.999999999,300523.SZ,10315152868.92,99.955%
298,光线传媒,24,4571230.0,300251.SZ,27399902754.88,99.983%
299,中恒集团,16,4552800.0,600252.SH,11155093941.869999,99.959%
300,滨江集团,7,4546640.0,002244.SZ,13005835460.2,99.965%
301,华友钴业,13,4534150.0,603799.SH,34874576597.6,99.987%
302,中航机电,7,4533760.0,002013.SZ,26415423825.24,99.983%
303,天坛生物,3,4491140.0,600161.SH,36566930908.85999,99.988%
304,浙江鼎力,1,4489319.999999999,603338.SH,20386926236.32,99.978%
305,南微医学,8,4393040.0,688029.SH,21507742000.0,99.98%
306,仙琚制药,1,4363040.000000001,002332.SZ,11580921778.24,99.962%
307,法拉电子,2,4331000.0,600563.SH,10638000000.0,99.959%
308,万达电影,6,4312060.0,002739.SZ,34501909580.8,99.988%
309,上海建工,13,4295110.0,600170.SH,28315984775.04,99.985%
310,金雷股份,1,4265700.0,300443.SZ,3825572808.14,99.888%
311,天赐材料,1,4236780.0,002709.SZ,11485952031.66,99.963%
312,光威复材,5,4227190.0,300699.SZ,24818598000.0,99.983%
313,华策影视,3,4190900.0,300133.SZ,13588914445.74,99.969%
314,移为通信,2,4172480.0,300590.SZ,7893631200.0,99.947%
315,吉宏股份,1,4102400.0,002803.SZ,6815819063.380001,99.94%
316,中国联通,6,4072450.0,600050.SH,164124935664.23,99.998%
317,坚朗五金,3,4071650.0000000005,002791.SZ,16102723200.0,99.975%
318,长信科技,3,4000220.0,300088.SZ,23736564917.44,99.983%
319,生物股份,4,3985190.0,600201.SH,22220719954.93,99.982%
320,鱼跃医疗,2,3980990.0,002223.SZ,29462796943.31,99.986%
321,圣邦股份,6,3929670.0,300661.SZ,24391829033.0,99.984%
322,陕西煤业,4,3917000.0,601225.SH,69500000000.0,99.994%
323,应流股份,3,3895060.0,603308.SH,7465819915.8,99.948%
324,同花顺,8,3875980.0,300033.SZ,60748800000.0,99.994%
325,中航高科,2,3757050.0,600862.SH,17914611516.02,99.979%
326,金山办公,14,3718720.0,688111.SH,105108000000.0,99.996%
327,金隅集团,18,3698640.0,601992.SH,36304421855.6,99.99%
328,安琪酵母,1,3659890.0,600298.SH,26123365893.1,99.986%
329,包钢股份,1,3629600.0,600010.SH,52422787545.2,99.993%
330,纳思达,2,3619590.0,002180.SZ,34720444995.95,99.99%
331,奥飞娱乐,4,3579750.0,002292.SZ,9554403056.000002,99.963%
332,横店影视,1,3557160.0,603103.SH,9988650000.0,99.964%
333,云南铜业,3,3533830.0000000005,000878.SZ,16588862745.6,99.979%
334,凤凰传媒,24,3444880.0,601928.SH,17203524000.0,99.98%
335,宁夏建材,6,3436090.0,600449.SH,5236082409.9,99.934%
336,大族激光,6,3345810.0,002008.SZ,31371836391.0,99.989%
337,隧道股份,3,3307220.0,600820.SH,17795583892.04,99.981%
338,恒立液压,4,3304159.9999999995,601100.SH,45581760000.0,99.993%
339,金科股份,1,3285480.0,000656.SZ,38926528298.64,99.992%
340,欧菲光,12,3275709.9999999995,002456.SZ,41805282396.25,99.992%
341,中国中车,3,3259590.0,601766.SH,181663809677.04,99.998%
342,中公教育,2,3242760.0,002607.SZ,148140933323.77997,99.998%
343,兖州煤业,2,3241280.0,600188.SH,42046856960.0,99.992%
344,中国天楹,1,3237300.0,000035.SZ,12240319890.449999,99.974%
345,西山煤电,2,3206340.0,000983.SZ,15440880000.000002,99.979%
346,金运激光,1,3204600.0,300220.SZ,5541480000.0,99.942%
347,安恒信息,7,3171979.9999999995,688023.SH,17035555768.5,99.981%
348,宁沪高速,3,3167130.0,600377.SH,47102939125.0,99.993%
349,中国移动,9,3129280.0,,,nan%
350,顾家家居,2,3095910.0,603816.SH,21996289894.35,99.986%
351,中国交建,3,3090030.0,601800.SH,138779229946.5,99.998%
352,中青旅,16,3067840.0,600138.SH,7795756800.0,99.961%
353,齐心集团,1,3044480.0,002301.SZ,10393724601.84,99.971%
354,东阳光,1,3041100.0,600673.SH,21700060264.8,99.986%
355,亚泰集团,16,3032640.0,600881.SH,9974164715.16,99.97%
356,国星光电,1,2953900.0,002449.SZ,7743334155.88,99.962%
357,汉邦高科,1,2900490.0,300449.SZ,2482621167.7999997,99.883%
358,雅化集团,1,2898000.0,002497.SZ,7171148578.440001,99.96%
359,正邦科技,1,2870910.0,002157.SZ,46074962751.52,99.994%
360,中国中冶,3,2868600.0,601618.SH,54503118417.1,99.995%
361,荣泰健康,1,2815850.0,603579.SH,3662400000.0,99.923%
362,百傲化学,3,2814490.0,603360.SH,4993583000.0,99.944%
363,招商轮船,3,2804070.0,601872.SH,41047331494.26,99.993%
364,仙坛股份,1,2787200.0,002746.SZ,6755999885.27,99.959%
365,中海油服,1,2773800.0,601808.SH,59024593040.0,99.995%
366,世运电路,2,2769350.0,603920.SH,8361389192.0,99.967%
367,汇顶科技,7,2749970.0,603160.SH,121766534946.0,99.998%
368,山大华特,8,2748320.0,000915.SZ,5342757858.0,99.949%
369,长鹰信质,2,2740800.0,002664.SZ,5716285800.0,99.952%
370,莱克电气,2,2712250.0,603355.SH,8240550000.0,99.967%
371,阳泉煤业,2,2709040.0,600348.SH,11063000000.0,99.976%
372,香港交易所,4,2686680.0,,,nan%
373,塔牌集团,18,2685700.0,002233.SZ,15106124452.72,99.982%
374,安科生物,1,2657800.0,300009.SZ,15103598982.84,99.982%
375,葛洲坝,3,2647170.0,600068.SH,31036199756.88,99.991%
376,露天煤业,9,2645960.0,002128.SZ,14334938257.78,99.982%
377,江西铜业,1,2642080.0,600362.SH,43665017797.05,99.994%
378,再升科技,1,2637120.0,603601.SH,7913707169.12,99.967%
379,宝信软件,6,2603520.0,600845.SH,53050024123.04,99.995%
380,科伦药业,2,2597400.0,002422.SZ,29889958605.600002,99.991%
381,华宇软件,2,2594879.9999999995,300271.SZ,22573907264.47,99.989%
382,东山精密,10,2562460.0,002384.SZ,37176087117.78,99.993%
383,拉卡拉,2,2533760.0,300773.SZ,31488787200.0,99.992%
384,宇通客车,3,2518420.0,600066.SH,28072749347.64,99.991%
385,超图软件,2,2507840.0,300036.SZ,11260911043.35,99.978%
386,蒙娜丽莎,1,2498040.0000000005,002918.SZ,8795807820.0,99.972%
387,安井食品,6,2494800.0,603345.SH,18175000541.61,99.986%
388,龙蟒佰利,1,2493120.0,002601.SZ,29261100801.600002,99.991%
389,科锐国际,1,2479550.0,300662.SZ,6268849930.0,99.96%
390,九鼎投资,2,2465280.0,600053.SH,10621749600.0,99.977%
391,瀚蓝环境,2,2458200.0,600323.SH,15685424448.460001,99.984%
392,宝泰隆,2,2451640.0,601011.SH,5539757413.68,99.956%
393,华鲁恒升,5,2448080.0,600426.SH,25636157660.0,99.99%
394,中材国际,1,2431170.0000000005,600970.SH,10367860163.88,99.977%
395,江苏银行,5,2429290.0,600919.SH,69844224885.05,99.997%
396,鲁  泰Ａ,1,2385960.0,000726.SZ,7439913760.47,99.968%
397,中信银行,6,2358310.0,601998.SH,255929087413.27002,99.999%
398,东吴证券,9,2350270.0,601555.SH,27630000000.000004,99.991%
399,广和通,2,2350080.0,300638.SZ,9170197685.599998,99.974%
400,深南电路,2,2340530.0,002916.SZ,71231664000.0,99.997%
401,锦江酒店,3,2335810.0,600754.SH,24312426847.2,99.99%
402,中联重科,2,2326710.0,000157.SZ,44011605243.19,99.995%
403,伟星新材,1,2307359.9999999995,002372.SZ,17351436257.64,99.987%
404,江苏租赁,1,2302650.0000000005,600901.SH,15500713333.920002,99.985%
405,航天信息,3,2271450.0,600271.SH,38442437568.0,99.994%
406,星徽精密,2,2259840.0,300464.SZ,4608244383.75,99.951%
407,锐科激光,3,2234260.0,300747.SZ,16711680000.000002,99.987%
408,宝通科技,8,2226560.0,300031.SZ,7768715207.879999,99.971%
409,紫光国微,5,2204480.0,002049.SZ,34030351645.44,99.994%
410,佩蒂股份,1,2195100.0,300673.SZ,3671039280.0,99.94%
411,山东华鹏,1,2194170.0,603021.SH,1935685823.5,99.887%
412,中国人保,4,2174240.0,601319.SH,280822340202.05,99.999%
413,中顺洁柔,1,2150900.0,002511.SZ,19934414087.79,99.989%
414,亿联网络,3,2140990.0,300628.SZ,54029870580.0,99.996%
415,创业慧康,2,2100090.0,300451.SZ,16873730004.25,99.988%
416,华安证券,3,2071730.0,600909.SH,28424850000.0,99.993%
417,荣盛发展,10,2069800.0,002146.SZ,32785155436.54,99.994%
418,银泰黄金,1,2049600.0,000975.SZ,25069835314.08,99.992%
419,上海莱士,1,2046079.9999999998,002252.SZ,40244692780.909996,99.995%
420,金 螳 螂,3,2033180.0,002081.SZ,22226903944.92,99.991%
421,天康生物,1,2030080.0,002100.SZ,11882661047.65,99.983%
422,物产中大,5,2017640.0,600704.SH,24045364690.0,99.992%
423,威海广泰,5,2012639.9999999998,002111.SZ,5658683609.28,99.964%
424,久远银海,3,1995050.0,002777.SZ,9420716298.0,99.979%
425,煌上煌,2,1951770.0,002695.SZ,9856865203.199999,99.98%
426,徐工机械,5,1945960.0,000425.SZ,40500065783.1,99.995%
427,信义光能,1,1861380.0,,,nan%
428,华夏银行,10,1810080.0,600015.SH,99709211409.84001,99.998%
429,美好置业,1,1801770.0,000667.SZ,7006247717.719999,99.974%
430,心脉医疗,1,1798920.0,688016.SH,10902529926.09,99.983%
431,七一二,2,1781860.0,603712.SH,23190880000.0,99.992%
432,明泰铝业,3,1769730.0,601677.SH,6298538098.860001,99.972%
433,东方时尚,1,1733290.0000000002,603377.SH,8708280000.0,99.98%
434,中国铁塔,5,1722370.0,,,nan%
435,久立特材,2,1719239.9999999998,002318.SZ,6505087217.190001,99.974%
436,大豪科技,1,1703760.0,603025.SH,8622472429.410002,99.98%
437,蓝帆医疗,1,1685440.0,002382.SZ,15376295821.7,99.989%
438,海信视像,1,1647490.0,600060.SH,13673628769.9,99.988%
439,盘江股份,1,1646280.0,600395.SH,9003482123.84,99.982%
440,ASM PACIFIC,3,1616160.0,,,nan%
441,山西焦化,1,1614000.0,600740.SH,8292782669.4,99.981%
442,新 大 陆,1,1612160.0,000997.SZ,18605098693.73,99.991%
443,云煤能源,1,1608620.0,600792.SH,2999468508.0,99.946%
444,陕西黑猫,1,1608620.0,601015.SH,4302644208.72,99.963%
445,欣旺达,6,1579309.9999999998,300207.SZ,24964943116.21,99.994%
446,中国海洋石油,7,1579220.0,,,nan%
447,世纪华通,8,1572080.0,002602.SZ,86070455260.5,99.998%
448,东方明珠,20,1566200.0,600637.SH,32403606907.49,99.995%
449,重庆钢铁,1,1546070.0,601005.SH,14269763627.2,99.989%
450,云海金属,1,1537200.0,002182.SZ,6606438338.360001,99.977%
451,舜宇光学科技,5,1504860.0000000002,,,nan%
452,中煤能源,1,1504360.0,601898.SH,54360519939.99999,99.997%
453,泰胜风能,3,1481500.0,300129.SZ,3250572717.12,99.954%
454,张  裕Ａ,1,1459350.0,000869.SZ,15628579200.0,99.991%
455,中国石油化工股份,3,1438830.0000000002,,,nan%
456,长青集团,1,1432800.0,002616.SZ,6454383352.799999,99.978%
457,顺发恒业,1,1422850.0,000631.SZ,6227249070.08,99.977%
458,良信电器,1,1417500.0,002706.SZ,8517422623.5,99.983%
459,诺力股份,1,1412640.0,603611.SH,5005595828.34,99.972%
460,VTECH HOLDINGS,2,1409400.0,,,nan%
461,中孚信息,1,1401440.0,300659.SZ,10866920018.0,99.987%
462,三钢闽光,3,1390180.0,002110.SZ,19588094141.62,99.993%
463,云铝股份,3,1379579.9999999998,000807.SZ,12669236551.8,99.989%
464,河钢股份,1,1378550.0,000709.SZ,23042379038.84,99.994%
465,鹏辉能源,1,1352800.0,300438.SZ,7858194850.349999,99.983%
466,敏华控股,1,1347570.0,,,nan%
467,东华软件,10,1346700.0,002065.SZ,45205649261.25,99.997%
468,新兴铸管,1,1329690.0,000778.SZ,13928171814.240002,99.99%
469,ST慧球,1,1316320.0,600556.SH,18299777230.350002,99.993%
470,扬农化工,3,1314590.0,600486.SH,19365582698.43,99.993%
471,蓝晓科技,2,1292610.0,300487.SZ,6726579562.499999,99.981%
472,贵阳银行,2,1285920.0,601997.SH,25036262974.8,99.995%
473,佳发教育,2,1277010.0,300559.SZ,8065183828.6,99.984%
474,吉林敖东,3,1275550.0,000623.SZ,18247986859.98,99.993%
475,中国人寿,6,1273910.0,,,nan%
476,小米集团-W,1,1265460.0,,,nan%
477,福建高速,8,1234800.0,600033.SH,7574543999.999999,99.984%
478,沙钢股份,1,1231970.0,002075.SZ,23965541443.92,99.995%
479,信义玻璃,2,1186650.0,,,nan%
480,四通新材,1,1184400.0,300428.SZ,8282247702.96,99.986%
481,建发股份,3,1177200.0,600153.SH,20782019884.9,99.994%
482,新国都,4,1136620.0,300130.SZ,7274170231.01,99.984%
483,太钢不锈,1,1130760.0,000825.SZ,18911542682.719997,99.994%
484,上海银行,5,1116920.0,601229.SH,115641143618.00003,99.999%
485,中国光大控股,2,1105650.0,,,nan%
486,上海石油化工股份,2,1097550.0,,,nan%
487,常熟银行,7,1095540.0,601128.SH,19103765797.250004,99.994%
488,裕元集团,2,1053000.0,,,nan%
489,中微公司,1,1045200.0,688012.SH,85882829395.09,99.999%
490,京能电力,8,1038800.0,600578.SH,19160725857.879997,99.995%
491,金蝶国际,1,1037930.0,,,nan%
492,华菱钢铁,1,1033040.0,000932.SZ,24516308844.0,99.996%
493,招商局港口,2,1028700.0,,,nan%
494,电讯盈科,2,1024649.9999999999,,,nan%
495,杭萧钢构,1,1005730.0,600477.SH,8485725399.34,99.988%
496,东风集团股份,2,976050.0,,,nan%
497,网宿科技,3,969000.0,300017.SZ,19885907484.68,99.995%
498,华联控股,1,950040.0,000036.SZ,5208608427.75,99.982%
499,云图控股,1,950040.0,002539.SZ,5080803000.0,99.981%
500,九州通,1,937080.0000000001,600998.SH,33610188374.499996,99.997%
501,中国石油,2,924180.0,601857.SH,898633001086.3801,100.0%
502,天音控股,1,906360.0000000001,000829.SZ,5483505572.19,99.983%
503,钢研高纳,1,899080.0,300034.SZ,7369467211.2,99.988%
504,长盈精密,1,896250.0,300115.SZ,19134361309.859997,99.995%
505,众业达,1,895440.0,002441.SZ,4487521130.96,99.98%
506,上港集团,1,887760.0000000001,600018.SH,102659378699.5,99.999%
507,普洛药业,1,880880.0,000739.SZ,21743758427.399998,99.996%
508,恒源煤电,1,877240.0,600971.SH,5544022564.08,99.984%
509,三棵树,2,874380.0,603737.SH,15494000870.4,99.994%
510,华电国际,1,871320.0000000001,600027.SH,30180708558.18,99.997%
511,东方日升,4,866600.0,300118.SZ,12447780785.210001,99.993%
512,鲁阳节能,1,855400.0,002088.SZ,3479573557.4599996,99.975%
513,新钢股份,2,839040.0,600782.SH,13265086415.36,99.994%
514,新集能源,1,823680.0,601918.SH,7253517040.0,99.989%
515,新宝股份,1,789000.0,002705.SZ,15636735986.35,99.995%
516,赣锋锂业,4,785020.0,002460.SZ,52182590692.53999,99.998%
517,木林森,3,770900.0,002745.SZ,14380917760.4,99.995%
518,新经典,1,767600.0,603096.SH,7091492280.0,99.989%
519,东北证券,6,760380.0,000686.SZ,20478963006.25,99.996%
520,中材科技,2,746349.9999999999,002080.SZ,19331983687.68,99.996%
521,金 融 街,2,731640.0,000402.SZ,19786715984.340004,99.996%
522,联化科技,1,723650.0,002250.SZ,13211456200.800003,99.995%
523,华天科技,3,719480.0,002185.SZ,31838843853.879997,99.998%
524,浙商证券,2,707410.0,601878.SH,35333472624.4,99.998%
525,迪马股份,2,706800.0,600565.SH,6918172646.559999,99.99%
526,江苏索普,2,706800.0,600746.SH,1939647791.16,99.964%
527,光明乳业,1,697000.0,600597.SH,12514262341.980001,99.994%
528,建设机械,1,689780.0,600984.SH,9883853960.16,99.993%
529,精测电子,2,687940.0,300567.SZ,15700795711.58,99.996%
530,天风证券,2,674960.0,601162.SH,39062568260.8,99.998%
531,威孚高科,3,638480.0,000581.SZ,18756391096.3,99.997%
532,五矿资本,2,617890.0,600390.SH,35444755816.92,99.998%
533,朗科智能,2,605150.0,300543.SZ,2706839646.0,99.978%
534,江苏雷利,2,605150.0,300660.SZ,3924301688.600001,99.985%
535,中国广核,6,604660.0,003816.SZ,148465916634.0,100.0%
536,东软集团,2,603820.0,600718.SH,15156917599.0,99.996%
537,国新健康,2,602490.0,000503.SZ,12601487300.08,99.995%
538,中南传媒,2,601900.0,601098.SH,18660440000.0,99.997%
539,艾德生物,2,595980.0,300685.SZ,9979094740.0,99.994%
540,上海凯宝,13,591300.0,300039.SZ,5365980000.0,99.989%
541,浙商银行,7,587630.0,601916.SH,86350908918.68,99.999%
542,同德化工,2,579670.0,002360.SZ,2039780646.0,99.972%
543,三祥新材,2,579670.0,603663.SH,2399595221.52,99.976%
544,众生药业,13,578160.0,002317.SZ,10009726624.039999,99.994%
545,马应龙,13,573780.0,600993.SH,6366665970.07,99.991%
546,黄山胶囊,13,571590.0,002817.SZ,2080080000.0,99.973%
547,盛弘股份,2,566930.0,300693.SZ,2663107402.34,99.979%
548,中国海外发展,2,555000.0,,,nan%
549,山东黄金,2,554180.0,600547.SH,93298310123.2,99.999%
550,安达维尔,2,528710.0,300719.SZ,2580952150.0,99.98%
551,丽岛新材,2,515970.00000000006,603937.SH,2026135999.9999998,99.975%
552,凯利泰,1,493680.0,300326.SZ,13953443226.9,99.996%
553,康力电梯,10,488500.0,002367.SZ,6716235624.54,99.993%
554,青岛啤酒股份,2,470400.00000000006,,,nan%
555,比亚迪,2,463120.0,002594.SZ,143282062744.6,100.0%
556,航天电器,1,461700.0,002025.SZ,10660650000.0,99.996%
557,环旭电子,2,451350.0,601231.SH,39811938308.1,99.999%
558,内蒙一机,1,448720.0,600967.SH,16541495488.429996,99.997%
559,大连重工,3,435590.0,002204.SZ,5736168995.04,99.992%
560,九强生物,1,432250.0,300406.SZ,8680931413.9,99.995%
561,司太立,2,429300.0,603520.SH,9333471388.92,99.995%
562,步 步 高,1,426360.0,002251.SZ,7921999230.67,99.995%
