,index,appeal_count,money_invested,stock_code,stock_mv,left_to_invest
382,引力传媒,15,12788000000.0,603598.SH,3409849800.0,-275.031%
383,东北证券,6,12213500000.0,000686.SZ,20478963006.25,40.361%
384,中国电建,1,12117300000.0,601669.SH,61961091847.200005,80.444%
385,四通新材,1,11844000000.0,300428.SZ,8282247702.96,-43.005%
386,蓝思科技,1,11688000000.0,300433.SZ,68914237652.04001,83.04%
387,卓胜微,1,11466000000.0,300782.SZ,47800000000.0,76.013%
388,扬农化工,12,11421300000.0,600486.SH,19365582698.43,41.023%
389,晶丰明源,1,10829000000.0,688368.SH,4849152000.0,-123.317%
390,梦网集团,3,10388000000.0,002123.SZ,12113898414.75,14.247%
391,中南传媒,3,9663800000.0,601098.SH,18660440000.0,48.212%
392,比亚迪,7,9546900000.0,002594.SZ,143282062744.6,93.337%
393,云图控股,1,9500400000.0,002539.SZ,5080803000.0,-86.986%
394,华海药业,1,9427799999.999998,600521.SH,27254065320.719997,65.408%
395,九州通,1,9370800000.000002,600998.SH,33610188374.499996,72.119%
396,当代明诚,3,9213500000.0,600136.SH,5588954035.88,-64.852%
397,上港集团,2,9180600000.000002,600018.SH,102659378699.5,91.057%
398,深高速,3,9175400000.0,600548.SH,19212586572.06,52.243%
399,天音控股,1,9063600000.000002,000829.SZ,5483505572.19,-65.288%
400,建发股份,1,9042000000.000002,600153.SH,20782019884.9,56.491%
401,塔牌集团,5,9033400000.0,002233.SZ,15106124452.72,40.2%
402,游族网络,4,9015100000.0,002174.SZ,20514723187.57,56.055%
403,钢研高纳,1,8990800000.000002,300034.SZ,7369467211.2,-22.001%
404,威孚高科,5,8983800000.0,000581.SZ,18756391096.3,52.103%
405,众业达,1,8954400000.0,002441.SZ,4487521130.96,-99.54%
406,普洛药业,1,8808800000.0,000739.SZ,21743758427.399998,59.488%
407,恒源煤电,1,8772400000.0,600971.SH,5544022564.08,-58.232%
408,华电国际,1,8713200000.000002,600027.SH,30180708558.18,71.13%
409,中国金茂,1,8707500000.0,,,nan%
410,奥拓电子,3,8579700000.0,002587.SZ,4272055508.7599998,-100.833%
411,鲁阳节能,1,8554000000.0,002088.SZ,3479573557.4599996,-145.835%
412,新钢股份,2,8390400000.0,600782.SH,13265086415.36,36.748%
413,森马服饰,1,8333399999.999999,002563.SZ,18053206509.0,53.84%
414,惠伦晶体,15,8270500000.0,300460.SZ,2885902529.999999,-186.583%
415,梅花生物,5,8260500000.0,600873.SH,13441574132.540003,38.545%
416,新集能源,1,8236800000.0,601918.SH,7253517040.0,-13.556%
417,中体产业,3,8158700000.0,600158.SH,8234857240.48,0.925%
418,日出东方,15,8061999999.999999,603366.SH,4560000000.0,-76.798%
419,顺网科技,3,7913700000.0,300113.SZ,16260207160.800001,51.331%
420,中国交建,1,7858500000.000001,601800.SH,138779229946.5,94.337%
421,华夏银行,2,7752000000.0,600015.SH,99709211409.84001,92.225%
422,成都银行,1,7709600000.000001,601838.SH,27416987625.06,71.88%
423,达华智能,15,7575500000.000001,002512.SZ,6295900226.0,-20.324%
424,硅宝科技,1,7548500000.0,300019.SZ,3375199900.2,-123.646%
425,国电电力,3,7528000000.0,600795.SH,39890307625.35,81.128%
426,华域汽车,6,7520200000.0,600741.SH,65576658867.200005,88.532%
427,爱婴室,1,7466999999.999999,603214.SH,3827212500.0,-95.103%
428,老凤祥,1,7352999999.999999,600612.SH,19229809004.64,61.762%
429,中国中冶,1,7300800000.0,601618.SH,54503118417.1,86.605%
430,上海建工,3,7267900000.0,600170.SH,28315984775.04,74.333%
431,浙数文化,1,7252000000.000001,600633.SH,11925623409.48,39.19%
432,渝农商行,10,7228000000.0,601077.SH,61782080000.00001,88.301%
433,盛通股份,15,7158500000.0,002599.SZ,2516701649.67,-184.44%
434,和晶科技,15,7158500000.0,300279.SZ,2752014447.74,-160.119%
435,探路者,15,7089000000.0,300005.SZ,3431481530.4,-106.587%
436,迪马股份,2,7068000000.0,600565.SH,6918172646.559999,-2.166%
437,江苏索普,2,7068000000.0,600746.SH,1939647791.16,-264.396%
438,金龙机电,15,7019500000.0,300032.SZ,3622294932.08,-93.786%
439,邦讯技术,15,7019500000.0,300312.SZ,2387498400.0,-194.011%
440,奥佳华,1,7010400000.0,002614.SZ,6392665975.0,-9.663%
441,华润啤酒,3,6980700000.0,,,nan%
442,尚品宅配,1,6976799999.999999,300616.SZ,12743245404.0,45.251%
443,万润科技,15,6950000000.0,002654.SZ,3938703036.9300003,-76.454%
444,裕同科技,1,6885599999.999999,002831.SZ,19532986178.32,64.749%
445,粤高速Ａ,6,6877800000.0,000429.SZ,13778412370.34,50.083%
446,麦格米特,1,6744500000.0,002851.SZ,10079256947.820002,33.085%
447,深振业Ａ,20,6662400000.0,000006.SZ,6236977112.5199995,-6.821%
448,中环股份,2,6655500000.0,002129.SZ,47514769429.38,85.993%
449,赛轮轮胎,3,6526600000.0,601058.SH,10666029678.1,38.809%
450,云铝股份,3,6525800000.0,000807.SZ,12669236551.8,48.491%
451,物产中大,2,6435700000.0,600704.SH,24045364690.0,73.235%
452,长沙银行,1,6421600000.0,601577.SH,26961843581.52,76.183%
453,方大炭素,4,6386300000.0,600516.SH,25146589932.750004,74.604%
454,亿联网络,1,6250500000.0,300628.SZ,54029870580.0,88.431%
455,三角轮胎,5,6232000000.0,601163.SH,10560000000.0,40.985%
456,克来机电,1,5856000000.0,603960.SH,5322012800.0,-10.034%
457,中国化学,1,5796700000.0,601117.SH,30041970000.0,80.705%
458,澜起科技,1,5796000000.0,688008.SH,97028416787.31999,94.026%
459,宝钢股份,6,5776100000.0,600019.SH,106471920592.5,94.575%
460,福斯特,1,5768100000.0,603806.SH,21233238000.0,72.835%
461,金禾实业,1,5630400000.0,002597.SZ,11102786744.37,49.288%
462,中材科技,2,5441300000.0,002080.SZ,19331983687.68,71.853%
463,先导智能,5,5417200000.0,300450.SZ,37461466474.99999,85.539%
464,华润燃气,3,5408000000.0,,,nan%
465,中鼎股份,1,5280800000.0,000887.SZ,9827608623.35,46.266%
466,金 螳 螂,1,5171400000.0,002081.SZ,22226903944.92,76.734%
467,重庆百货,1,5038400000.0,600729.SH,10520956674.199999,52.111%
468,光威复材,4,4972000000.0,300699.SZ,24818598000.0,79.967%
469,凯利泰,2,4972000000.0,300326.SZ,13953443226.9,64.367%
470,首开股份,4,4931200000.0,600376.SH,16792969725.42,70.635%
471,东方日升,4,4929000000.0,300118.SZ,12447780785.210001,60.403%
472,蒙牛乳业,4,4875300000.0,,,nan%
473,龙净环保,1,4865400000.0,600388.SH,10722571500.0,54.625%
474,永辉超市,8,4736000000.0,601933.SH,91015094647.08,94.796%
475,青岛啤酒股份,2,4704000000.000001,,,nan%
476,中国海洋石油,2,4662000000.000001,,,nan%
477,华工科技,3,4638800000.0,000988.SZ,23056177071.51,79.88%
478,富安娜,1,4600000000.0,002327.SZ,5533937804.01,16.877%
479,金隅集团,2,4546800000.0,601992.SH,36304421855.6,87.476%
480,富森美,4,4545700000.0,002818.SZ,8676996503.0,47.612%
481,纳思达,1,4529200000.0,002180.SZ,34720444995.95,86.955%
482,深圳能源,6,4508700000.0,000027.SZ,21328964791.86,78.861%
483,海油工程,3,4372000000.0,600583.SH,22106774000.0,80.223%
484,恩捷股份,3,4367400000.0,002812.SZ,38448400559.8,88.641%
485,中海油服,2,4316600000.0,601808.SH,59024593040.0,92.687%
486,凤凰传媒,3,4306100000.0,601928.SH,17203524000.0,74.97%
487,步 步 高,2,4294000000.0,002251.SZ,7921999230.67,45.797%
488,赢时胜,2,4294000000.0,300377.SZ,7925543414.4,45.821%
489,东吴证券,2,4268800000.0,601555.SH,27630000000.000004,84.55%
490,高鑫零售,2,4252500000.0,,,nan%
491,蓝晓科技,2,4124500000.0,300487.SZ,6726579562.499999,38.684%
492,佳发教育,2,4011500000.0,300559.SZ,8065183828.6,50.262%
493,同花顺,3,3966000000.0,300033.SZ,60748800000.0,93.471%
494,郑煤机,5,3954500000.0,601717.SH,9944385663.8,60.234%
495,淮北矿业,2,3891200000.0,600985.SH,17770332082.3,78.103%
496,上海钢联,5,3868800000.0,300226.SZ,12052495387.5,67.9%
497,银泰黄金,3,3848100000.0,000975.SZ,25069835314.08,84.65%
498,中青旅,2,3834800000.0,600138.SH,7795756800.0,50.809%
499,新奥能源,2,3832500000.0,,,nan%
500,亚泰集团,2,3790800000.0,600881.SH,9974164715.16,61.994%
501,深信服,3,3756600000.0,300454.SZ,71505919531.8,94.746%
502,上海机场,3,3621800000.0,600009.SH,121109338456.8,97.009%
503,山大华特,1,3435400000.0,000915.SZ,5342757858.0,35.7%
504,蓝色光标,4,3358700000.0,300058.SZ,15668627975.86,78.564%
505,美亚光电,1,3296399999.999999,002690.SZ,22909640000.0,85.611%
506,隆鑫通用,2,3120000000.0000005,603766.SH,6940971453.0,55.05%
507,申洲国际,3,3033800000.0,,,nan%
508,寒锐钴业,5,2833000000.0,300618.SZ,13660909107.300001,79.262%
509,宝通科技,1,2783200000.0,300031.SZ,7768715207.879999,64.174%
510,石药集团,3,2639800000.0,,,nan%
511,新媒股份,1,2634100000.0,300770.SZ,20416554564.850002,87.098%
512,索菲亚,3,2604000000.0000005,002572.SZ,15656269852.08,83.368%
513,钱江摩托,16,2604000000.0,000913.SZ,4458258880.0,41.592%
514,运达科技,16,2604000000.0,300440.SZ,4811520000.0,45.88%
515,东方国信,2,2578500000.0,300166.SZ,17213318731.26,85.02%
516,粤宏远Ａ,16,2576000000.0,000573.SZ,1777521854.96,-44.921%
517,华东数控,16,2576000000.0,002248.SZ,2613712600.0,1.443%
518,青龙管业,16,2576000000.0,002457.SZ,2646436800.0,2.662%
519,宏达矿业,16,2576000000.0,600532.SH,1635928332.3999999,-57.464%
520,天山股份,2,2559400000.0,000877.SZ,11986903421.369999,78.648%
521,东百集团,16,2548000000.0,600693.SH,4733667609.96,46.173%
522,亚太科技,8,2531200000.0,002540.SZ,5742793339.999999,55.924%
523,江中药业,2,2521200000.0,600750.SH,6216000000.0,59.44%
524,拓邦股份,1,2506300000.0,002139.SZ,7100888598.44,64.704%
525,中远海能,2,2492800000.0,600026.SH,32910200925.350002,92.425%
526,欧菲光,3,2463000000.0,002456.SZ,41805282396.25,94.108%
527,东方盛虹,2,2425700000.0,000301.SZ,19339455465.6,87.457%
528,株冶集团,8,2396800000.0000005,600961.SH,3185845800.56,24.767%
529,高德红外,4,2387500000.0,002414.SZ,33794100220.140003,92.935%
530,康缘药业,3,2382800000.0,600557.SH,7446585837.280001,68.001%
531,宏创控股,8,2352000000.0000005,002379.SZ,3399888000.0,30.821%
532,东方明珠,5,2341500000.0,600637.SH,32403606907.49,92.774%
533,北陆药业,2,2320000000.0,300016.SZ,4392846098.88,47.187%
534,拓普集团,2,2278800000.0,601689.SH,18831531319.65,87.899%
535,浙江美大,2,2276500000.0,002677.SZ,7268081028.75,68.678%
536,太阳能,3,2267600000.0,000591.SZ,10314346249.760002,78.015%
537,喜临门,1,2239600000.0,603008.SH,4674096554.65,52.085%
538,世纪瑞尔,8,2217600000.0000005,300150.SZ,3013296172.9500003,26.406%
539,华虹计通,8,2150400000.0000005,300330.SZ,1674960000.0,-28.385%
540,科远智慧,8,2128000000.0000002,002380.SZ,3460679578.58,38.509%
541,百邦科技,8,2128000000.0000002,300736.SZ,1228684778.4,-73.193%
542,帝尔激光,2,2059000000.0,300776.SZ,8285481295.0,75.149%
543,世纪华通,1,1965100000.0,002602.SZ,86070455260.5,97.717%
544,华泰股份,3,1896400000.0,600308.SH,4962136030.75,61.783%
545,七一二,1,1828300000.0,603712.SH,23190880000.0,92.116%
546,烽火通信,3,1793599999.9999998,600498.SH,44965809945.6,96.011%
547,国投电力,3,1790900000.0,600886.SH,51234476269.85,96.505%
548,济川药业,1,1781200000.0,600566.SH,17186709176.91,89.636%
549,华峰氨纶,1,1750500000.0,002064.SZ,23121260912.79,92.429%
550,思源电气,1,1672700000.0,002028.SZ,14808876813.36,88.705%
551,聚光科技,1,1639999999.9999998,300203.SZ,5792222720.0,71.686%
552,新 大 陆,2,1630800000.0,000997.SZ,18605098693.73,91.235%
553,华润双鹤,2,1609200000.0,600062.SH,13186524654.4,87.797%
554,航天信息,1,1552900000.0,600271.SH,38442437568.0,95.96%
555,阳光照明,2,1550000000.0,600261.SH,5532512163.3,71.984%
556,华宇软件,4,1543800000.0,300271.SZ,22573907264.47,93.161%
557,深圳高速公路股份,1,1532500000.0,,,nan%
558,中国西电,2,1512000000.0,601179.SH,24399199995.52,93.803%
559,山鹰纸业,1,1509200000.0,600567.SH,14337937872.960001,89.474%
560,桂冠电力,1,1497500000.0,600236.SH,35155404996.92,95.74%
561,杭州银行,2,1484000000.0,600926.SH,40220771386.88,96.31%
562,中国核建,2,1468800000.0,601611.SH,16563811289.029997,91.132%
563,白云机场,1,1459200000.0,600004.SH,27521962836.2,94.698%
564,三安光电,6,1441400000.0,600703.SH,96944160538.56,98.513%
565,宝信软件,3,1428399999.9999998,600845.SH,53050024123.04,97.307%
566,掌趣科技,1,1419000000.0,300315.SZ,16986102622.720001,91.646%
567,中国核电,2,1418800000.0,601985.SH,69110583583.32,97.947%
568,天津港,2,1404000000.0,600717.SH,10993184503.68,87.228%
569,皖维高新,3,1389200000.0,600063.SH,7761355608.76,82.101%
570,浙江鼎力,1,1356599999.9999998,603338.SH,20386926236.32,93.346%
571,贵人鸟,2,1351500000.0,603555.SH,2137247286.2,36.764%
572,国投资本,19,1327400000.0,600061.SH,54614516072.84,97.57%
573,财通证券,17,1319600000.0,601108.SH,37505050000.0,96.482%
574,柳药股份,3,1298400000.0,603368.SH,8150450453.86,84.07%
575,金发科技,5,1289000000.0,600143.SH,21232384329.75,93.929%
576,阳 光 城,1,1222000000.0,000671.SZ,27395563609.15,95.539%
577,圣邦股份,4,1219400000.0,300661.SZ,24391829033.0,95.001%
578,禾丰牧业,3,1210700000.0,603609.SH,10099233136.199999,88.012%
579,中国移动,1,1197500000.0,,,nan%
580,深圳燃气,1,1197500000.0,601139.SH,21259312150.16,94.367%
581,粤海投资,1,1192499999.9999998,,,nan%
582,华天科技,2,1100800000.0,002185.SZ,31838843853.879997,96.543%
583,银河娱乐,2,1083600000.0,,,nan%
584,广电运通,4,1081800000.0,002152.SZ,21464136103.41,94.96%
585,汉威科技,1,1074199999.9999998,300007.SZ,4152133161.02,74.129%
586,凤凰股份,2,1050600000.0,600716.SH,3631915089.1999993,71.073%
587,久远银海,2,1045499999.9999999,002777.SZ,9420716298.0,88.902%
588,先河环保,1,1045499999.9999998,300137.SZ,4143764776.0,74.769%
589,新奥股份,2,1042799999.9999999,600803.SH,10277414345.88,89.853%
590,荣科科技,2,1030200000.0,300290.SZ,3942747782.32,73.871%
591,华录百纳,2,1030200000.0,300291.SZ,4242623503.4400005,75.718%
592,中国宏桥,2,1027600000.0,,,nan%
593,双箭股份,2,1025099999.9999999,002381.SZ,3210263659.2,68.068%
594,星网锐捷,2,1019100000.0000001,002396.SZ,23861996172.98,95.729%
595,瀚叶股份,3,1016399999.9999999,600226.SH,7469963554.62,86.394%
596,应流股份,2,1016399999.9999999,603308.SH,7465819915.8,86.386%
597,火炬电子,2,1016399999.9999999,603678.SH,11343808707.0,91.04%
598,共进股份,2,989999999.9999999,603118.SH,11294677313.919998,91.235%
599,华润三九,2,987000000.0,000999.SZ,27996540000.0,96.475%
600,珀莱雅,2,976799999.9999999,603605.SH,21449297009.199997,95.446%
601,太极实业,1,972800000.0,600667.SH,27570029430.02,96.472%
602,金沙中国有限公司,2,957600000.0000001,,,nan%
603,梦百合,1,950000000.0,603313.SH,6764139708.2,85.955%
604,赢合科技,1,946000000.0000001,300457.SZ,18724548800.7,94.948%
605,上海凯宝,2,945000000.0,300039.SZ,5365980000.0,82.389%
606,中天金融,2,937400000.0000002,000540.SZ,23817865908.6,96.064%
607,璞泰来,3,937400000.0000001,603659.SH,28506832775.5,96.712%
608,华灿光电,1,937400000.0000001,300323.SZ,7361168031.46,87.266%
609,众生药业,2,924000000.0,002317.SZ,10009726624.039999,90.769%
610,康弘药业,2,920500000.0,002773.SZ,31959315466.0,97.12%
611,利亚德,1,920200000.0,300296.SZ,17596705905.92,94.771%
612,马应龙,2,917000000.0,600993.SH,6366665970.07,85.597%
613,黄山胶囊,2,913500000.0,002817.SZ,2080080000.0,56.083%
614,思维列控,1,912000000.0,603508.SH,10671683554.8,91.454%
615,圆通速递,2,889199999.9999999,600233.SH,30984029110.2,97.13%
616,西部矿业,3,880500000.0,601168.SH,13559270000.0,93.506%
617,西藏珠峰,3,868000000.0,600338.SH,7551375987.679999,88.505%
618,宁夏建材,1,862400000.0000001,600449.SH,5236082409.9,83.53%
619,H&H国际控股,2,860000000.0000001,,,nan%
620,创科实业,2,828000000.0,,,nan%
621,南方传媒,1,823200000.0000001,601900.SH,8591456267.94,90.418%
622,中国宝安,1,793600000.0,000009.SZ,16532761515.65,95.2%
623,伊力特,1,772800000.0000001,600197.SH,5581275784.8,86.154%
624,宁波华翔,1,717800000.0,002048.SZ,11985990789.960001,94.011%
625,养元饮品,1,716000000.0,603156.SH,26100805500.0,97.257%
626,中金岭南,2,704000000.0,000060.SZ,12886564030.47,94.537%
627,柳工,2,697600000.0,000528.SZ,9401619165.119999,92.58%
628,志邦家居,2,694000000.0000001,603801.SH,4593967215.2,84.893%
629,中国生物制药,2,685800000.0,,,nan%
630,木林森,2,665600000.0,002745.SZ,14380917760.4,95.372%
631,太辰光,2,648000000.0,300570.SZ,6060415680.0,89.308%
632,江西铜业,3,624100000.0,600362.SH,43665017797.05,98.571%
633,新宙邦,2,624000000.0,300037.SZ,12968638104.0,95.188%
634,吉利汽车,2,603000000.0,,,nan%
635,康达新材,2,578100000.0,002669.SZ,3635898062.4,84.1%
636,药明生物,2,576000000.0,,,nan%
637,厦门港务,2,569900000.0,000905.SZ,3926202758.1600003,85.485%
638,中原高速,2,541200000.0,600020.SH,8652381553.2,93.745%
639,东华软件,3,531000000.0,002065.SZ,45205649261.25,98.825%
640,飞荣达,2,512500000.0,300602.SZ,15189585840.0,96.626%
641,大连重工,2,508400000.0,002204.SZ,5736168995.04,91.137%
642,通宇通讯,2,508400000.0,002792.SZ,10246693265.999998,95.038%
643,北方华创,3,494400000.0,002371.SZ,71301766479.73001,99.307%
644,金 融 街,1,442200000.0,000402.SZ,19786715984.340004,97.765%
645,富祥股份,2,436800000.0,300497.SZ,7550566540.96,94.215%
646,禾望电气,2,429600000.0,603063.SH,3656345850.0,88.251%
647,航天动力,2,410400000.0,600343.SH,5284348561.44,92.234%
648,航天长峰,2,400800000.0,600855.SH,5059693411.37,92.079%
649,同济科技,2,391200000.0,600846.SH,5335463346.639999,92.668%
650,中国电影,2,382500000.0,600977.SH,23860260000.0,98.397%
651,天风证券,1,348400000.0,601162.SH,39062568260.8,99.108%
652,浙商证券,1,348400000.0,601878.SH,35333472624.4,99.014%
653,中信建投,1,345800000.0,601066.SH,238567219425.6,99.855%
654,张江高科,2,342000000.0,600895.SH,19668357284.999996,98.261%
655,中国银河,1,325000000.0,601881.SH,100156116519.16,99.676%
656,长城证券,1,314600000.0,002939.SZ,39940826867.369995,99.212%
657,无锡银行,2,294100000.0,600908.SH,9463085562.880001,96.892%
658,华发股份,3,285000000.0,600325.SH,13380827973.12,97.87%
659,恒立液压,4,278400000.0,601100.SH,45581760000.0,99.389%
660,太极股份,2,273700000.0,002368.SZ,18368599773.5,98.51%
661,中集集团,1,256200000.0,000039.SZ,27218193897.18,99.059%
662,同方股份,1,256200000.0,600100.SH,25074585125.460003,98.978%
663,江淮汽车,1,247800000.0,600418.SH,9807356766.060001,97.473%
664,中天科技,1,239399999.99999997,600522.SH,36854315472.36,99.35%
665,国金证券,1,239200000.0,600109.SH,28912875003.600002,99.173%
666,国信证券,3,211800000.0,002736.SZ,92906000000.0,99.772%
667,国海证券,1,198400000.0,000750.SZ,24609255323.28,99.194%
668,招商轮船,3,191100000.0,601872.SH,41047331494.26,99.534%
669,渤海轮渡,1,189000000.00000003,603167.SH,3806093154.150001,95.034%
670,中广天择,2,168300000.0,603721.SH,3840200000.0,95.617%
671,步长制药,1,162400000.0,603858.SH,23196917995.2,99.3%
672,熙菱信息,2,161700000.0,300588.SZ,1694550570.0000002,90.458%
673,达志科技,2,152900000.0,300530.SZ,4109246189.9999995,96.279%
674,山东高速,1,151900000.00000003,600350.SH,20303119916.539997,99.252%
675,小商品城,1,141900000.0,600415.SH,18561360340.16,99.236%
676,昊华科技,2,130900000.0,600378.SH,17986290619.42,99.272%
677,劲胜智能,2,126499999.99999999,300083.SZ,8370981847.800001,98.489%
678,陆家嘴,1,121199999.99999999,600663.SH,44860275532.799995,99.73%
679,上海临港,1,121199999.99999999,600848.SH,40443792398.88,99.7%
680,上海电气,1,121199999.99999999,601727.SH,72883344230.57999,99.834%
681,苏宁易购,1,108900000.0,002024.SZ,84069658084.65,99.87%
682,赛福天,2,106700000.0,603028.SH,2433216000.0,95.615%
683,荣盛石化,1,100800000.00000001,002493.SZ,65742075987.49999,99.847%
684,横河模具,2,95700000.0,300539.SZ,1599269859.73,94.016%
685,华谊兄弟,2,90300000.0,300027.SZ,10176053704.35,99.113%
686,超图软件,2,90300000.0,300036.SZ,11260911043.35,99.198%
687,山煤国际,2,90200000.0,600546.SH,18218771926.6,99.505%
688,省广集团,2,88000000.0,002400.SZ,5020810928.639999,98.247%
689,亿通科技,2,88000000.0,300211.SZ,2182293765.33,95.968%
690,欧派家居,1,87700000.0,603833.SH,38773302826.2,99.774%
691,长江证券,2,68700000.0,000783.SZ,36550414259.08,99.812%
692,利欧股份,2,64600000.0,002131.SZ,29732418737.850002,99.783%
693,睿创微纳,1,56100000.0,688002.SH,18365150000.0,99.695%
694,微芯生物,2,46200000.00000001,688321.SH,19028100000.0,99.757%
695,新湖中宝,2,25500000.0,600208.SH,26399984655.52,99.903%
696,深天马Ａ,1,20800000.0,000050.SZ,29759227931.03,99.93%
697,海航控股,2,18300000.0,600221.SH,27898159747.8,99.934%
698,辽宁成大,2,18300000.0,600739.SH,28574979362.88,99.936%
699,三六零,1,17900000.0,601360.SH,137783803751.79,99.987%
700,景嘉微,1,14400000.0,300474.SZ,17934789667.02,99.92%
701,华塑控股,1,13000000.0,000509.SZ,1708750052.1899998,99.239%
702,广晟有色,3,12299999.999999998,600259.SH,8272400796.31,99.851%
703,福耀玻璃,2,12200000.0,600660.SH,48491576893.56,99.975%
704,和邦生物,1,9800000.0,603077.SH,12981937835.16,99.925%
705,科安达,4,0.0,002972.SZ,4693638400.0,100.0%
706,神驰机电,4,0.0,603109.SH,3063936300.0,100.0%
707,川投能源,2,0.0,600674.SH,37990472342.4,100.0%
708,杉杉股份,2,0.0,600884.SH,12316731896.42,100.0%
709,江苏新能,2,0.0,603693.SH,5259180000.0,100.0%
710,新疆交建,2,0.0,002941.SZ,10062000000.0,100.0%
711,宏发股份,2,0.0,600885.SH,21419342235.519997,100.0%
712,天味食品,2,0.0,603317.SH,17906137700.0,100.0%
713,三美股份,2,0.0,603379.SH,14014854463.7,100.0%
714,飞科电器,2,0.0,603868.SH,15263424000.0,100.0%
715,太平鸟,2,0.0,603877.SH,7695587940.5,100.0%
716,丸美股份,2,0.0,603983.SH,27095569999.999996,100.0%
717,侨银环保,2,0.0,002973.SZ,8365270200.0,100.0%
718,亚光科技,2,0.0,300123.SZ,12293096040.599998,100.0%
719,中国应急,2,0.0,300527.SZ,7703402409.45,100.0%
720,新余国科,2,0.0,300722.SZ,2102240000.0,100.0%
721,华菱钢铁,1,0.0,000932.SZ,24516308844.0,100.0%
722,安集科技,1,0.0,688019.SH,9018865091.6,100.0%
723,八亿时空,1,0.0,688181.SH,4765766891.599999,100.0%
724,佰仁医疗,1,0.0,688198.SH,4025280000.0,100.0%
725,华特气体,1,0.0,688268.SH,7759200000.0,100.0%
726,宏图高科,1,0.0,600122.SH,2339681867.0,100.0%
727,中化国际,1,0.0,600500.SH,14634129301.6,100.0%
