,index,appeal_count,money_invested,stock_code,stock_mv,left_to_invest
38,美年健康,153,302037010.0,002044.SZ,46490262751.64001,99.35%
39,丽珠集团,24,293564160.0,000513.SZ,36406404414.87,99.194%
40,复星医药,126,291342720.0,600196.SH,83678637494.25,99.652%
41,华东医药,24,273057840.0,000963.SZ,30376693753.28,99.101%
42,格力电器,140,256674740.0,000651.SZ,316246972256.46,99.919%
43,药石科技,74,254065630.0,300725.SZ,11337017928.3,97.759%
44,兴业银行,108,232757920.0,601166.SH,338203825426.28,99.931%
45,健康元,24,225209760.0,600380.SH,22584278078.399998,99.003%
46,伊利股份,153,217121270.0,600887.SH,174030293238.77002,99.875%
47,海通证券,35,208494040.0,600837.SH,148947015000.0,99.86%
48,华兰生物,191,192493290.0,002007.SZ,65761376267.399994,99.707%
49,美的集团,137,190948620.0,000333.SZ,345430304601.10004,99.945%
50,智飞生物,148,187105570.0,300122.SZ,107583999999.99998,99.826%
51,老百姓,115,179575820.0,603883.SH,21838501814.4,99.178%
52,温氏股份,86,167644860.0,300498.SZ,159504631696.41,99.895%
53,大参林,23,167545340.0,603233.SH,33856238735.5,99.505%
54,金陵体育,25,163267000.0,300651.SZ,3265018340.7999997,95.0%
55,立讯精密,77,158354230.0,002475.SZ,198180514392.9,99.92%
56,国泰君安,28,151886290.0,601211.SH,145823116388.42,99.896%
57,海天味业,101,151826520.0,603288.SH,310893522114.2,99.951%
58,宁德时代,62,148822050.0,300750.SZ,262159128387.0,99.943%
59,华泰证券,33,148526190.0,601688.SH,156753745500.0,99.905%
60,万  科Ａ,80,145602950.0,000002.SZ,300297939536.57007,99.952%
61,欧普康视,23,144000700.0,300595.SZ,22295591268.0,99.354%
62,广联达,33,143225000.0,002410.SZ,49209671471.28,99.709%
63,健友股份,93,143211240.0,603707.SH,35334565533.02,99.595%
64,海康威视,59,140097950.0,002415.SZ,265398303766.4,99.947%
65,卫宁健康,59,139564840.0,300253.SZ,36777137188.86,99.621%
66,东方财富,58,133006920.0,300059.SZ,111747728019.2,99.881%
67,昭衍新药,68,132496200.0,603127.SH,11688898977.6,98.866%
68,威高股份,44,117309639.99999999,,,nan%
69,云南白药,72,115617800.0,000538.SZ,106752595201.68999,99.892%
70,博腾股份,44,114709180.0,300363.SZ,14551061359.73,99.212%
71,益丰药房,23,110155280.0,603939.SH,33534641781.0,99.672%
72,隆基股份,22,106759030.0,601012.SH,91433686189.68,99.883%
73,金域医学,101,104641270.0,603882.SH,26465728550.6,99.605%
74,先导智能,24,104574110.0,300450.SZ,34147228499.799995,99.694%
75,中兴通讯,34,85328430.0,000063.SZ,200114952966.49,99.957%
76,中国太保,27,84235370.0,601601.SH,260441880000.0,99.968%
77,青岛啤酒,27,80817120.0,600600.SH,60051185237.75001,99.865%
78,招商证券,26,77820580.0,600999.SH,112952041286.94,99.931%
79,牧原股份,47,77748630.0,002714.SZ,252074915537.48,99.969%
80,生物股份,26,75940820.0,600201.SH,23369485000.75,99.675%
81,工商银行,29,70226200.0,601398.SH,1856876599433.69,99.996%
82,三一重工,16,67873310.0,600031.SH,145352747760.75,99.953%
83,申万宏源,21,67395980.0,000166.SZ,111678152737.59998,99.94%
84,恒生电子,17,67132260.0,600570.SH,71520216662.7,99.906%
85,科伦药业,50,64935000.0,002422.SZ,30739432381.000004,99.789%
86,平安银行,45,63777140.0,000001.SZ,255187824303.7,99.975%
87,双汇发展,50,62166450.0,000895.SZ,124473082125.0,99.95%
88,司太立,49,58813440.0,603520.SH,10065508360.6,99.416%
89,交通银行,41,57906200.0,601328.SH,383195669488.2,99.985%
90,广发证券,19,56996720.0,000776.SZ,105247220639.84,99.946%
91,保利地产,22,55951090.0,600048.SH,181973296220.5,99.969%
92,汇川技术,24,55172230.00000001,300124.SZ,46392089118.23999,99.881%
93,天坛生物,43,54543440.0,600161.SH,36985077631.66,99.853%
94,中炬高新,99,54368630.0,600872.SH,35275094950.32,99.846%
95,京东方Ａ,35,53631850.0,000725.SZ,137453675113.85,99.961%
96,完美世界,30,52122080.0,002624.SZ,64260011763.93,99.919%
97,东方证券,17,51381970.0,600958.SH,64761252735.78,99.921%
98,方正证券,19,51304630.0,601901.SH,58941845988.200005,99.913%
99,新 和 成,27,50803280.0,002001.SZ,55435487340.0,99.908%
100,建设银行,28,50374460.0,601939.SH,1617571024334.42,99.997%
101,长江电力,32,50189410.0,600900.SH,372020000000.0,99.987%
102,农业银行,25,48926820.0,601288.SH,1186442484829.47,99.996%
103,兆易创新,22,48159580.0,603986.SH,80280912613.27,99.94%
104,民生银行,50,46897320.0,600016.SH,249997609646.42,99.981%
105,华测检测,8,46401200.0,300012.SZ,25277343388.499996,99.816%
106,通威股份,9,45879750.0,600438.SH,51668660992.200005,99.911%
107,恒力石化,5,44730260.0,600346.SH,88692657303.59999,99.95%
108,万华化学,11,44611840.0,600309.SH,129608740721.28,99.966%
109,兴业证券,9,44052560.0,601377.SH,42925665430.340004,99.897%
110,中国国旅,37,43833160.0,601888.SH,141398278896.48,99.969%
111,上海莱士,21,42967679.99999999,002252.SZ,39697484350.020004,99.892%
112,大华股份,16,42160470.0,002236.SZ,49722095031.9,99.915%
113,中国人寿,23,42035830.0,601628.SH,758342035150.0,99.994%
114,三花智控,9,41659480.0,002050.SZ,44550057504.77999,99.906%
115,宁波银行,21,41472370.0,002142.SZ,135811591510.64,99.969%
116,星宇股份,11,41385080.0,601799.SH,23732780638.079998,99.826%
117,浦发银行,46,40729720.0,600000.SH,300565303265.28,99.986%
118,芒果超媒,9,38730220.0,300413.SZ,80437455946.98,99.952%
119,天齐锂业,18,37099460.0,002466.SZ,30029430456.389996,99.876%
120,亿纬锂能,15,36728060.0,300014.SZ,53418979988.4,99.931%
121,华友钴业,14,35711530.0,603799.SH,32782547114.4,99.891%
122,阳光电源,4,35431230.0,300274.SZ,14643722842.500002,99.758%
123,新宙邦,9,34705190.0,300037.SZ,13400294963.52,99.741%
124,信维通信,33,34679890.0,300136.SZ,35171317165.46,99.901%
125,歌尔股份,27,33328080.0,002241.SZ,53609117220.96,99.938%
126,璞泰来,12,33178420.0,603659.SH,27327389770.59,99.879%
127,浪潮信息,16,33074730.0,000977.SZ,55065160008.590004,99.94%
128,鱼跃医疗,26,32662190.0,002223.SZ,38194370994.9,99.914%
129,中国长城,17,31010010.0,000066.SZ,36982939329.39,99.916%
130,科大讯飞,21,29341770.0,002230.SZ,79126716661.33,99.963%
131,赣锋锂业,13,29323180.000000004,002460.SZ,51394099725.92,99.943%
132,卓胜微,10,29008590.0,300782.SZ,44802000000.0,99.935%
133,煌上煌,25,28683250.0,002695.SZ,10678270636.800001,99.731%
134,欣旺达,16,28220870.0,300207.SZ,23144746132.25,99.878%
135,韦尔股份,9,27244370.0,603501.SH,128931986081.4,99.979%
136,光环新网,17,26847690.0,300383.SZ,39345738267.28999,99.932%
137,潍柴动力,17,26534050.0,000338.SZ,100125488554.90001,99.973%
138,富力地产,45,26515790.0,,,nan%
139,成都银行,2,26212200.000000004,601838.SH,27669845218.44,99.905%
140,绿地控股,4,25571300.000000004,600606.SH,67654938380.6,99.962%
141,用友网络,7,25099970.0,600588.SH,105185300766.0,99.976%
142,玲珑轮胎,29,24968919.999999996,601966.SH,23760280229.4,99.895%
143,深南电路,3,24329820.0,002916.SZ,69653640000.0,99.965%
144,三安光电,9,23951340.0,600703.SH,85239080995.2,99.972%
145,圣邦股份,10,23356420.0,300661.SZ,24994889546.9,99.907%
146,鹏鼎控股,5,23282400.0,002938.SZ,73688414414.08,99.968%
147,绿盟科技,1,23243130.0,300369.SZ,16560941465.749998,99.86%
148,恩捷股份,7,23163030.000000004,002812.SZ,35790677018.799995,99.935%
149,生益科技,6,23143020.0,600183.SH,62140023582.0,99.963%
150,金蝶国际,1,22885150.0,,,nan%
151,金风科技,5,21481150.0,002202.SZ,41109908205.310005,99.948%
152,海尔智家,13,21430680.0,600690.SH,97180199080.79,99.978%
153,分众传媒,17,21023720.0,002027.SZ,63408442809.600006,99.967%
154,中国软件,7,20630800.0,600536.SH,38200029281.68,99.946%
155,汇顶科技,15,20290980.0,603160.SH,120786017904.3,99.983%
156,宏发股份,6,19867570.000000004,600885.SH,20979932919.839996,99.905%
157,通富微电,6,19807840.0,002156.SZ,22185738919.56,99.911%
158,国电南瑞,5,19767650.0,600406.SH,92438816360.0,99.979%
159,中南建设,6,19647390.0,000961.SZ,29448340192.100002,99.933%
160,禹洲地产,44,19631700.0,,,nan%
161,三七互娱,17,19579300.0,002555.SZ,70169001374.34,99.972%
162,远洋集团,44,19512720.0,,,nan%
163,药明生物,1,19484340.0,,,nan%
164,闻泰科技,25,19410790.0,600745.SH,118652998322.04001,99.984%
165,亿联网络,4,19068330.0,300628.SZ,50774770200.0,99.962%
166,中国重工,6,18869920.000000004,601989.SH,95312507654.31999,99.98%
167,安琪酵母,3,18840110.0,600298.SH,26469479889.159996,99.929%
168,南极电商,6,18757390.0,002127.SZ,27494548513.6,99.932%
169,格林美,8,18148490.000000004,002340.SZ,19710760896.75,99.908%
170,新宝股份,3,18097460.0,002705.SZ,15869163123.0,99.886%
171,沪电股份,13,18052240.0,002463.SZ,43273158637.67,99.958%
172,合景泰富集团,44,17906490.0,,,nan%
173,新华保险,11,17763390.0,601336.SH,126404028231.99998,99.986%
174,雅居乐集团,44,17668530.0,,,nan%
175,中信特钢,6,17198150.0,000708.SZ,79774555326.74,99.978%
176,互太纺织,44,17133120.0,,,nan%
177,中国建筑,12,17114890.0,601668.SH,223730106359.63,99.992%
178,中航光电,10,17006050.0,002179.SZ,38575789164.0,99.956%
179,正通汽车,44,16895160.0,,,nan%
180,TCL科技,33,16883350.0,000100.SZ,60742689848.310005,99.972%
181,正泰电器,2,16799960.0,601877.SH,51562999819.98,99.967%
182,中骏集团控股,44,16300260.0,,,nan%
183,浙江鼎力,6,16183250.0,603338.SH,20376522974.079998,99.921%
184,韵达股份,4,16130180.0,002120.SZ,62091129592.520004,99.974%
185,捷佳伟创,1,15837360.0,300724.SZ,15707658000.0,99.899%
186,金地集团,9,15664860.0,600383.SH,62933294993.68,99.975%
187,中国奥园,44,15407910.0,,,nan%
188,海通国际,44,14753520.0,,,nan%
189,华天科技,12,14562770.0,002185.SZ,28359039060.899998,99.949%
190,中国重汽,4,14500109.999999998,000951.SZ,13555832160.0,99.893%
191,天顺风能,4,14229890.0,002531.SZ,9517751901.45,99.85%
192,顺络电子,8,14015020.0,002138.SZ,16835927231.519999,99.917%
193,国瓷材料,2,13863120.000000002,300285.SZ,20297596113.13,99.932%
194,海大集团,8,13396310.0,002311.SZ,58852513076.560005,99.977%
195,欧菲光,8,13111370.0,002456.SZ,39092415271.25,99.966%
196,大博医疗,51,12885490.0,002901.SZ,27502864887.0,99.953%
197,正邦科技,4,12739100.000000002,002157.SZ,44182872161.28001,99.971%
198,中国神华,10,12612130.0,601088.SH,323604124802.85,99.996%
199,比亚迪,13,12185450.0,002594.SZ,149447665596.9,99.992%
200,视源股份,1,12184239.999999998,002841.SZ,54288770295.6,99.978%
201,科达利,3,12159030.0,002850.SZ,9263100000.0,99.869%
202,顺丰控股,1,11931279.999999998,002352.SZ,201292577906.4,99.994%
203,新 希 望,7,11885770.0,000876.SZ,117795459351.46,99.99%
204,宋城演艺,29,11841380.0,300144.SZ,38828206494.0,99.97%
205,工业富联,9,11722100.0,601138.SH,259502652919.93,99.995%
206,上海医药,21,11603550.0,601607.SH,53402858360.38,99.978%
207,中国银行,13,11465220.0,,,nan%
208,杰瑞股份,18,11394440.0,002353.SZ,21829492477.68,99.948%
209,中航飞机,6,11183940.000000002,000768.SZ,46762415249.19,99.976%
210,海格通信,8,11006930.0,002465.SZ,25796584959.6,99.957%
211,启明星辰,15,10919800.000000002,002439.SZ,35924302392.159996,99.97%
212,蓝光发展,17,10909050.0,600466.SH,18918600699.800003,99.942%
213,桐昆股份,9,10801060.0,601233.SH,22415400676.78,99.952%
214,长电科技,10,10786460.0,600584.SH,33868739347.149998,99.968%
215,四维图新,10,10537070.0,002405.SZ,29482294445.1,99.964%
216,林洋能源,3,10498719.999999998,601222.SH,9139888472.0,99.885%
217,扬农化工,13,10396790.0,600486.SH,20555594501.31,99.949%
218,金山办公,13,10327750.0,688111.SH,113313800000.0,99.991%
219,东阳光,1,9970840.0,600673.SH,21549365401.850002,99.954%
220,锐科激光,2,9912390.0,300747.SZ,15611520000.0,99.937%
221,欧普照明,1,9781119.999999998,603515.SH,18206015220.399998,99.946%
222,东山精密,13,9733990.0,002384.SZ,34991148549.060005,99.972%
223,北京银行,14,9655380.0,601169.SH,103177763247.35999,99.991%
224,航发动力,5,9436670.0,600893.SH,50059039012.5,99.981%
225,海螺水泥,20,9379590.0,600585.SH,295807069959.78,99.997%
226,海信家电,1,9332880.0,000921.SZ,12509818896.6,99.925%
227,帝欧家居,1,9116410.0,002798.SZ,9162061423.2,99.9%
228,华大基因,22,9050800.0,300676.SZ,33368340000.000004,99.973%
229,腾讯控股,6,8940620.0,,,nan%
230,中国石化,8,8718780.0,600028.SH,543609731310.54004,99.998%
231,吉比特,9,8685480.0,603444.SH,29320737216.0,99.97%
232,瀚蓝环境,4,8650860.0,600323.SH,15823351971.7,99.945%
233,山大华特,25,8588500.0,000915.SZ,5326354654.05,99.839%
234,星源材质,1,8537399.999999998,300568.SZ,6792289984.940001,99.874%
235,当升科技,4,8480370.0,300073.SZ,9655940511.03,99.912%
236,汇丰控股,6,8163140.0,,,nan%
237,寒锐钴业,10,7971900.0,300618.SZ,12766348589.820002,99.938%
238,国投电力,6,7963750.000000001,600886.SH,53066702573.54,99.985%
239,万润股份,3,7849290.0,002643.SZ,11973284441.55,99.934%
240,梦网集团,5,7805430.0,002123.SZ,11608132959.050001,99.933%
241,华夏幸福,10,7664110.0,600340.SH,65629367098.020004,99.988%
242,紫光国微,9,7651890.0,002049.SZ,31129761758.399998,99.975%
243,上海钢联,7,7501310.000000001,300226.SZ,11750188572.5,99.936%
244,中国巨石,2,7495200.0,600176.SH,29104169915.190002,99.974%
245,北新建材,5,7249930.0,000786.SZ,41021250403.76,99.982%
246,拓普集团,5,7008910.0,601689.SH,17301799083.6,99.959%
247,山东黄金,11,6990570.0,600547.SH,108982344981.12,99.994%
248,东方雨虹,4,6937560.0,002271.SZ,49363064188.62,99.986%
249,川投能源,1,6855260.000000001,600674.SH,40587735225.600006,99.983%
250,晶盛机电,3,6854600.0,300316.SZ,26460480898.4,99.974%
251,蓝焰控股,1,6777580.000000001,000968.SZ,8717198966.6,99.922%
252,北方华创,4,6774540.0,002371.SZ,61300407665.130005,99.989%
253,正海磁材,3,6702639.999999999,300224.SZ,6602743275.8,99.898%
254,南钢股份,4,6666620.0,600282.SH,14307425366.11,99.953%
255,中直股份,4,6581410.0,600038.SH,24174440123.16,99.973%
256,宝钢股份,7,6549000.0,600019.SH,106234044356.24998,99.994%
257,国网信通,3,6492490.0,600131.SH,20862403368.84,99.969%
258,卫 士 通,5,6483110.000000001,002268.SZ,20270965157.039997,99.968%
259,中国铁建,9,6473140.0,601186.SH,132128938795.0,99.995%
260,中国中铁,7,6431410.0,601390.SH,131454471664.04997,99.995%
261,招商蛇口,8,6430840.0,001979.SZ,133308944016.68,99.995%
262,光线传媒,16,6316930.0,300251.SZ,28632018296.32,99.978%
263,爱建集团,11,6300840.000000001,600643.SH,13040256514.079998,99.952%
264,东诚药业,51,6297540.0,002675.SZ,11231000564.0,99.944%
265,超图软件,5,6254060.0,300036.SZ,10793392181.67,99.942%
266,洛阳钼业,7,6016449.999999999,603993.SH,74949364823.01001,99.992%
267,晶方科技,2,5966120.0,603005.SH,20168152943.550003,99.97%
268,华正新材,2,5948210.0,603186.SH,6044525500.0,99.902%
269,圣农发展,3,5865430.0,002299.SZ,27051071390.879997,99.978%
270,八方股份,2,5744210.0,603489.SH,8571600000.000001,99.933%
271,集友股份,3,5733350.0,603429.SH,9334866394.349998,99.939%
272,中科创达,1,5683810.0,300496.SZ,21941097937.469997,99.974%
273,绝味食品,5,5654500.0,603517.SH,30918439306.0,99.982%
274,长安汽车,6,5648580.0,000625.SZ,50379782880.39,99.989%
275,烽火通信,4,5628730.0,600498.SH,41757312048.439995,99.987%
276,伟明环保,3,5619940.0,603568.SH,27615286109.510002,99.98%
277,中文传媒,4,5514100.000000001,600373.SH,17480321975.100002,99.968%
278,劲胜智能,3,5507150.0,300083.SZ,6825569814.360001,99.919%
279,高德红外,7,5393650.000000001,002414.SZ,33344635878.06,99.984%
280,天虹股份,2,5347200.0,002419.SZ,10898724000.0,99.951%
281,杰克股份,1,5343800.000000001,603337.SH,7969123283.400002,99.933%
282,慈文传媒,1,5338560.000000001,002343.SZ,4274547174.0,99.875%
283,中国中车,5,5196970.0,601766.SH,189125514339.91998,99.997%
284,博通集成,2,5119230.0,603068.SH,11861394292.34,99.957%
285,大族激光,11,5107460.0,002008.SZ,30539522364.3,99.983%
286,江海股份,1,5101900.0,002484.SZ,7092554215.88,99.928%
287,天能重工,3,5026170.0,300569.SZ,2938735080.0,99.829%
288,大秦铁路,10,4928930.0,601006.SH,101837521713.34999,99.995%
289,光威复材,7,4845050.0,300699.SZ,25663508500.0,99.981%
290,潞安环能,1,4818240.000000001,601699.SH,17410001544.0,99.972%
291,闰土股份,1,4689180.000000001,002440.SZ,11389950000.0,99.959%
292,辰安科技,3,4666899.999999999,300523.SZ,9682378493.56,99.952%
293,当代明诚,2,4666130.0,600136.SH,5279106165.69,99.912%
294,宁沪高速,5,4635120.0,600377.SH,49924077725.0,99.991%
295,中宠股份,1,4634100.000000001,002891.SZ,3672180360.0000005,99.874%
296,祁连山,12,4598620.0,600720.SH,10223743013.94,99.955%
297,上汽集团,15,4517160.0,600104.SH,239861461823.45,99.998%
298,立思辰,3,4461360.0,300010.SZ,14309990182.56,99.969%
299,万达电影,7,4455580.0,002739.SZ,35146222350.08,99.987%
300,纳思达,4,4400830.0,002180.SZ,30167239471.63,99.985%
301,紫金矿业,19,4363220.0,601899.SH,96179815195.34,99.995%
302,星网锐捷,4,4341960.0,002396.SZ,22800426067.02,99.981%
303,金雷股份,1,4265700.0,300443.SZ,3673216454.86,99.884%
304,广汽集团,5,4251980.0,601238.SH,110055356807.5,99.996%
305,天赐材料,1,4236780.0,002709.SZ,10937434742.66,99.961%
306,益生股份,1,4224000.0,002458.SZ,16064973190.03,99.974%
307,冀东水泥,13,4221490.0,000401.SZ,26842656446.879997,99.984%
308,移为通信,2,4172480.0,300590.SZ,7013510700.0,99.941%
309,国电电力,4,4160300.0,600795.SH,39890307625.35,99.99%
310,吉宏股份,1,4102400.0,002803.SZ,6392891035.280001,99.936%
311,南京证券,2,4082650.0,601990.SH,50768892187.560005,99.992%
312,旗滨集团,9,4038730.0,601636.SH,13328279574.4,99.97%
313,长信科技,2,4012950.0,300088.SZ,21961186598.82,99.982%
314,华新水泥,8,4002949.9999999995,600801.SH,50192600528.700005,99.992%
315,应流股份,5,3996700.0,603308.SH,6792432237.12,99.941%
316,领益智造,3,3964630.0,002600.SZ,58644595209.59999,99.993%
317,风华高科,1,3929220.0,000636.SZ,15362200184.760002,99.974%
318,中航沈飞,4,3813730.0000000005,600760.SH,39182892194.3,99.99%
319,常熟银行,14,3810190.0,601128.SH,19597119863.750004,99.981%
320,邮储银行,13,3782930.0,601658.SH,460986379660.0,99.999%
321,中国联通,7,3757320.0,600050.SH,163194170433.62,99.998%
322,坚朗五金,2,3706850.0000000005,002791.SZ,17334221400.0,99.979%
323,紫光股份,3,3666980.0,000938.SZ,74954521851.23999,99.995%
324,包钢股份,1,3629600.0,600010.SH,52422787545.2,99.993%
325,晨光文具,2,3611510.0,603899.SH,42780000000.0,99.992%
326,中航高科,1,3582000.0,600862.SH,17817098078.53,99.98%
327,奥飞娱乐,4,3579750.0,002292.SZ,10327983985.250002,99.965%
328,洲明科技,1,3571620.0,300232.SZ,9138431276.7,99.961%
329,横店影视,1,3557160.0,603103.SH,9912546000.0,99.964%
330,同花顺,7,3554260.0,300033.SZ,60017664000.0,99.994%
331,华侨城Ａ,8,3522250.0,000069.SZ,53562366889.950005,99.993%
332,中公教育,4,3469560.0,002607.SZ,142343577898.11996,99.998%
333,深天马Ａ,3,3425080.0,000050.SZ,28325541795.33,99.988%
334,友邦保险,3,3423100.0,,,nan%
335,物产中大,5,3385460.0,600704.SH,23792255588.0,99.986%
336,太阳纸业,6,3363340.0,002078.SZ,23533286863.48,99.986%
337,航天信息,3,3318910.0,600271.SH,37995432480.0,99.991%
338,航天电子,3,3311730.0000000005,600879.SH,17729648771.68,99.981%
339,掌趣科技,5,3206120.0000000005,300315.SZ,14449217166.08,99.978%
340,宁夏建材,4,3164490.0,600449.SH,5809899660.3,99.946%
341,百润股份,1,3150400.0,002568.SZ,17584923649.5,99.982%
342,招商轮船,5,3123230.0,601872.SH,37475067833.84,99.992%
343,中国动力,2,3120320.0000000005,600482.SH,27204685190.100002,99.989%
344,弘信电子,1,3040290.0,300657.SZ,6068423440.400001,99.95%
345,中国人保,5,2994190.0,601319.SH,280822340202.05,99.999%
346,蓝思科技,5,2992470.0,300433.SZ,64486541721.47,99.995%
347,家家悦,2,2961760.0000000005,603708.SH,18525780000.0,99.984%
348,国星光电,1,2953900.0,002449.SZ,7050639726.6,99.958%
349,辽宁成大,5,2927680.0,600739.SH,28988001013.2,99.99%
350,新城控股,3,2869390.0,601155.SH,69935882524.14,99.996%
351,新国都,3,2850090.0,300130.SZ,7046398078.54,99.96%
352,汤臣倍健,3,2837460.0,300146.SZ,27377121184.2,99.99%
353,碧桂园服务,1,2822400.0,,,nan%
354,荣泰健康,1,2815850.0,603579.SH,3920000000.0,99.928%
355,百傲化学,3,2814490.0,603360.SH,4648232400.0,99.939%
356,春秋航空,3,2790560.0,601021.SH,30270349083.26,99.991%
357,世运电路,2,2769350.0,603920.SH,7861590328.000001,99.965%
358,华宇软件,6,2749259.9999999995,300271.SZ,21659295747.48,99.987%
359,长鹰信质,2,2740800.0,002664.SZ,5540277000.0,99.951%
360,莱克电气,2,2712250.0,603355.SH,8421000000.0,99.968%
361,拉卡拉,3,2707640.0,300773.SZ,29900747500.0,99.991%
362,顺网科技,3,2702210.0,300113.SZ,15781148965.2,99.983%
363,安科生物,1,2657800.0,300009.SZ,15355675739.16,99.983%
364,中国移动,5,2640600.0,,,nan%
365,光大银行,13,2640040.0,601818.SH,192635844414.01,99.999%
366,再升科技,1,2637120.0,603601.SH,7708370259.6,99.966%
367,宝信软件,4,2563590.0,600845.SH,47017465489.96,99.995%
368,北大荒,1,2534400.0,600598.SH,28087342562.2,99.991%
369,江苏银行,7,2534020.0,600919.SH,70883229883.34,99.996%
370,龙蟒佰利,1,2493120.0,002601.SZ,28773415788.24,99.991%
371,华安证券,5,2480360.0,600909.SH,29112839999.999996,99.991%
372,科锐国际,1,2479550.0,300662.SZ,6166769210.0,99.96%
373,游族网络,4,2472620.0,002174.SZ,18115859930.47,99.986%
374,九鼎投资,2,2465280.0,600053.SH,10496022768.0,99.977%
375,恒生银行,4,2440480.0,,,nan%
376,中银香港,3,2393480.0,,,nan%
377,中联重科,2,2390650.0,000157.SZ,46924716860.36,99.995%
378,中国财险,1,2390400.0000000005,,,nan%
379,美亚柏科,2,2387780.0,300188.SZ,16654301267.56,99.986%
380,浙数文化,2,2374000.0,600633.SH,13540009111.2,99.982%
381,三棵树,1,2366400.0,603737.SH,16574111508.0,99.986%
382,美团点评-W,2,2354670.0,,,nan%
383,广和通,2,2350080.0,300638.SZ,8972888104.25,99.974%
384,锦江酒店,3,2335810.0,600754.SH,24072942737.2,99.99%
385,云铝股份,8,2292860.0,000807.SZ,12481544158.44,99.982%
386,星徽精密,2,2259840.0,300464.SZ,4802461580.0,99.953%
387,佩蒂股份,1,2195100.0,300673.SZ,3750207059.9999995,99.941%
388,中芯国际,1,2193600.0,,,nan%
389,新 大 陆,5,2181340.0,000997.SZ,17521817085.22,99.988%
390,春风动力,1,2158830.0,603129.SH,4327209880.0,99.95%
391,中颖电子,1,2151360.0,300327.SZ,7209674782.2,99.97%
392,中顺洁柔,1,2150900.0,002511.SZ,21204038622.6,99.99%
393,泰胜风能,4,2137500.0,300129.SZ,3178657391.52,99.933%
394,法拉电子,1,2106799.9999999995,600563.SH,10334250000.0,99.98%
395,环旭电子,6,2093800.0,601231.SH,37197032672.1,99.994%
396,中国石油化工股份,6,2092430.0000000002,,,nan%
397,宇通客车,3,2092260.0,600066.SH,29533949234.82,99.993%
398,特锐德,6,2054320.0,300001.SZ,20031207106.0,99.99%
399,银泰黄金,1,2049600.0,000975.SZ,29750595705.0,99.993%
400,威海广泰,5,2012639.9999999998,002111.SZ,5475406407.36,99.963%
401,露天煤业,4,1990980.0,002128.SZ,14354153992.71,99.986%
402,中国船舶,1,1986500.0000000002,600150.SH,24695867356.160004,99.992%
403,瑞普生物,1,1953600.0000000002,300119.SZ,5731672370.71,99.966%
404,安井食品,4,1926180.0,603345.SH,19647627064.88,99.99%
405,徐工机械,5,1919280.0,000425.SZ,40500065783.1,99.995%
